CI Name (aff);CI Type (aff);CI Subtype (aff);Service Comp WBS (aff);Interaction ID;Status;Impact;Urgency;Priority;Category;KM number;Open Time (First Touch);Close Time;Closure Code;First Call Resolution;Handle Time (secs);Related Incident
SBA000054;application;Server Based Application;WBS000013;SD0055374;Closed;3;3;3;incident;KM0000052;4-12-2013 11:16;4-12-2013 12:50;Software;N;153;IM0019043
SUB000465;subapplication;Web Based Application;WBS000073;SD0055375;Closed;4;4;4;incident;KM0000778;4-12-2013 11:19;4-12-2013 13:38;Other;N;794;IM0019044
SUB000533;subapplication;Web Based Application;WBS000073;SD0055376;Closed;4;4;4;incident;KM0000830;4-12-2013 11:20;4-12-2013 11:27;Software;Y;439;
SBA000063;application;Server Based Application;WBS000264;SD0055377;Closed;5;5;5;incident;KM0001557;4-12-2013 11:23;4-12-2013 11:27;SOFTWARE;Y;198;
SBA000295;application;Server Based Application;WBS000268;SD0055378;Closed;4;4;4;incident;KM0000368;4-12-2013 11:30;4-12-2013 11:40;User manual not used;Y;556;
SBA000439;application;Server Based Application;WBS000219;SD0055379;Closed;5;5;5;incident;KM0002083;4-12-2013 11:31;4-12-2013 11:44;Software;Y;774;
DTA000616;application;Desktop Application;WBS000092;SD0055380;Closed;3;3;3;incident;KM0001973;4-12-2013 11:31;4-12-2013 11:40;Other;Y;520;
DTA000056;application;Desktop Application;WBS000091;SD0055381;Closed;3;3;3;incident;KM0001012;4-12-2013 11:32;12-12-2013 7:31;Software;N;450;IM0018480
SBA000263;application;Server Based Application;WBS000072;SD0055382;Closed;5;5;5;request for information;KM0001113;4-12-2013 11:36;9-12-2013 10:58;Other;N;158;IM0019045
SAN000182;storage;SAN;WBS000128;SD0055383;Closed;4;4;4;incident;KM0002126;4-12-2013 11:37;4-12-2013 11:38;Other;Y;62;
SAP000003;application;SAP;WBS000271;SD0055384;Closed;4;4;4;incident;KM0001163;4-12-2013 11:38;4-12-2013 13:13;Other;N;546;IM0019046
SBA000607;application;Server Based Application;WBS000263;SD0055385;Closed;4;4;4;incident;KM0000592;4-12-2013 11:40;5-12-2013 11:51;Other;N;482;IM0016055
DTA000616;application;Desktop Application;WBS000092;SD0055386;Closed;5;5;5;incident;KM0001566;4-12-2013 11:40;4-12-2013 11:52;Software;Y;703;
WBA000011;application;Web Based Application;WBS000152;SD0055387;Closed;5;5;5;incident;KM0000076;4-12-2013 11:40;6-12-2013 16:05;Software;N;965;IM0019048
SUB000403;subapplication;Server Based Application;WBS000096;SD0055388;Closed;4;4;4;incident;KM0000961;4-12-2013 11:41;4-12-2013 11:45;No error - works as designed;Y;239;
SUB000017;subapplication;Server Based Application;WBS000098;SD0055389;Closed;5;4;4;incident;KM0002091;4-12-2013 11:46;4-12-2013 12:06;Software;Y;2366;
SBA000054;application;Server Based Application;WBS000013;SD0055390;Closed;3;3;3;incident;KM0000052;4-12-2013 11:47;4-12-2013 11:49;Other;Y;115;
DTA000006;application;Desktop Application;WBS000092;SD0055391;Closed;4;4;4;incident;KM0000024;4-12-2013 11:52;4-12-2013 11:59;Software;Y;451;
SBA000295;application;Server Based Application;WBS000268;SD0055392;Closed;5;5;5;incident;KM0000368;4-12-2013 11:54;4-12-2013 13:10;No error - works as designed;N;830;IM0019050
SBA000689;application;Server Based Application;WBS000228;SD0055393;Closed;5;5;5;request for information;KM0000656;4-12-2013 11:55;4-12-2013 12:07;Other;N;46;IM0019047
SBA000436;application;Server Based Application;WBS000270;SD0055394;Closed;5;5;5;incident;KM0000638;4-12-2013 11:56;4-12-2013 11:58;Other;N;53;IM0019049
SUB000424;subapplication;Web Based Application;WBS000073;SD0055395;Closed;4;4;4;incident;KM0000702;4-12-2013 12:00;4-12-2013 12:05;Other;Y;338;
SBA000624;application;Server Based Application;WBS000256;SD0055396;Closed;4;4;4;incident;KM0001381;4-12-2013 12:01;4-12-2013 12:22;Software;Y;1275;
DTA000057;application;Desktop Application;WBS000094;SD0055397;Closed;5;5;5;incident;KM0001192;4-12-2013 12:04;4-12-2013 12:10;Software;Y;337;
SBA000747;application;Server Based Application;WBS000326;SD0055398;Closed;3;3;3;incident;KM0001492;4-12-2013 12:08;4-12-2013 12:22;Software;Y;852;
SBA000263;application;Server Based Application;WBS000072;SD0055399;Closed;5;5;5;request for information;KM0001113;4-12-2013 12:09;4-12-2013 12:09;Other;N;73;IM0018651
DTA000057;application;Desktop Application;WBS000094;SD0055400;Closed;5;5;5;incident;KM0000536;4-12-2013 12:10;4-12-2013 12:12;User manual not used;Y;134;
SAN000182;storage;SAN;WBS000128;SD0055401;Closed;5;5;5;request for information;KM0000878;4-12-2013 12:10;4-12-2013 12:17;Software;Y;399;
COM000003;computer;Omgeving;WBS000098;SD0055402;Closed;5;5;5;request for information;KM0001385;4-12-2013 12:12;4-12-2013 12:16;User manual not used;Y;246;
DTA000591;application;Desktop Application;WBS000092;SD0055403;Closed;5;5;5;request for information;KM0000469;4-12-2013 12:12;4-12-2013 12:38;Other;Y;1536;
SBA000689;application;Server Based Application;WBS000228;SD0055404;Closed;5;5;5;request for information;KM0000656;4-12-2013 12:12;4-12-2013 14:24;No error - works as designed;N;61;IM0019051
SBA000017;application;Server Based Application;WBS000099;SD0055405;Closed;3;3;3;incident;KM0000017;4-12-2013 12:13;4-12-2013 12:20;Software;Y;404;
SBA000689;application;Server Based Application;WBS000228;SD0055406;Closed;5;5;5;request for information;KM0000656;4-12-2013 12:17;4-12-2013 16:02;No error - works as designed;N;43;IM0019052
WBA000124;application;Web Based Application;WBS000088;SD0055407;Closed;4;4;4;incident;KM0000611;4-12-2013 12:22;20-12-2013 7:55;Other;N;1771;IM0019054
SUB000073;subapplication;Server Based Application;WBS000158;SD0055408;Closed;5;5;5;incident;KM0001075;4-12-2013 12:22;4-12-2013 12:26;Software;Y;417;
DTA000591;application;Desktop Application;WBS000092;SD0055409;Closed;5;5;5;request for information;KM0000469;4-12-2013 12:23;4-12-2013 12:24;Other;Y;98;
COM000003;computer;Omgeving;WBS000098;SD0055410;Closed;5;5;5;request for information;KM0001385;4-12-2013 12:30;4-12-2013 12:34;User manual not used;Y;254;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055411;Closed;4;4;4;incident;KM0000741;4-12-2013 12:30;4-12-2013 12:36;User manual not used;Y;332;
APP000005;application;Citrix;WBS000292;SD0055412;Closed;4;4;4;incident;KM0001476;4-12-2013 12:31;4-12-2013 12:43;Other;Y;1377;
OVR000033;no type;no subtype;WBS000118;SD0055413;Closed;5;5;5;incident;KM0001172;4-12-2013 12:32;5-12-2013 8:33;Data;N;766;IM0019053
SBA000729;application;Server Based Application;WBS000101;SD0055414;Closed;4;4;4;incident;KM0001584;4-12-2013 12:36;4-12-2013 12:40;Software;Y;288;
WBA000103;application;Web Based Application;WBS000073;SD0055415;Closed;5;5;5;request for information;KM0000790;4-12-2013 12:38;4-12-2013 12:43;Other;Y;324;
SUB000017;subapplication;Server Based Application;WBS000098;SD0055416;Closed;5;4;4;incident;KM0002091;4-12-2013 12:40;4-12-2013 12:52;Software;Y;1340;
LAP000002;computer;Laptop;WBS000091;SD0055417;Closed;4;4;4;incident;KM0002031;4-12-2013 12:42;4-12-2013 12:52;Software;Y;619;
WBA000008;application;Web Based Application;WBS000167;SD0055418;Closed;5;5;5;incident;KM0000069;4-12-2013 12:43;6-12-2013 10:35;Other;N;504;IM0019055
WBA000122;application;Web Based Application;WBS000298;SD0055419;Closed;4;4;4;incident;KM0001552;4-12-2013 12:47;4-12-2013 12:52;Other;Y;303;
WBA000011;application;Web Based Application;WBS000152;SD0055420;Closed;5;5;5;incident;KM0000075;4-12-2013 12:48;19-12-2013 17:26;Software;N;844;IM0019166
SAP000004;application;SAP;WBS000271;SD0055421;Closed;5;5;5;request for information;KM0001382;4-12-2013 12:48;4-12-2013 12:49;Other;N;50;IM0004428
WBA000133;application;Web Based Application;WBS000073;SD0055422;Closed;4;4;4;incident;KM0001289;4-12-2013 12:52;4-12-2013 12:56;Software;Y;247;
LAP000002;computer;Laptop;WBS000091;SD0055423;Closed;5;5;5;incident;KM0001444;4-12-2013 12:52;11-12-2013 16:22;Hardware;N;606;IM0019167
SBA000144;application;Server Based Application;WBS000026;SD0055424;Closed;3;3;3;incident;KM0000149;4-12-2013 12:53;19-12-2013 10:03;No error - works as designed;N;241;IM0019056
SBA000439;application;Server Based Application;WBS000219;SD0055425;Closed;5;5;5;incident;KM0002158;4-12-2013 12:55;9-12-2013 15:00;Software;N;943;IM0019170
DTA000616;application;Desktop Application;WBS000092;SD0055426;Closed;3;3;3;incident;KM0001625;4-12-2013 12:56;4-12-2013 12:59;User error;Y;189;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055427;Closed;5;5;5;request for information;KM0000764;4-12-2013 10:58;4-12-2013 10:58;Inquiry;N;178;IM0019030
SAN000182;storage;SAN;WBS000128;SD0055428;Closed;4;4;4;incident;KM0002126;4-12-2013 10:59;4-12-2013 11:11;Other;Y;721;
APP000005;application;Citrix;WBS000292;SD0055429;Closed;4;4;4;incident;KM0001131;4-12-2013 11:00;4-12-2013 11:05;Other;Y;308;
SBA000088;application;Server Based Application;WBS000017;SD0055430;Closed;5;5;5;incident;KM0000096;4-12-2013 11:02;4-12-2013 11:08;Other;Y;369;
SBA000300;application;Server Based Application;WBS000044;SD0055431;Closed;4;4;4;incident;KM0001608;4-12-2013 11:03;4-12-2013 11:10;Other;Y;370;
DTA000602;application;Desktop Application;WBS000135;SD0055432;Closed;4;4;4;incident;KM0001972;4-12-2013 11:05;4-12-2013 11:14;Software;Y;580;
SSW000068;software;System Software;WBS000134;SD0055433;Closed;4;4;4;incident;KM0001339;4-12-2013 11:07;4-12-2013 11:14;Software;Y;381;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055434;Closed;4;4;4;incident;KM0000764;4-12-2013 11:12;4-12-2013 11:19;Other;Y;447;
DTA000302;application;Desktop Application;WBS000092;SD0055435;Closed;4;4;4;incident;KM0001515;4-12-2013 11:12;4-12-2013 11:17;Other;Y;290;
DTA000057;application;Desktop Application;WBS000094;SD0055436;Closed;5;5;5;incident;KM0001687;4-12-2013 11:15;4-12-2013 11:27;Software;Y;691;
SBA000073;application;Server Based Application;WBS000017;SD0055437;Closed;4;4;4;incident;KM0000094;4-12-2013 11:17;4-12-2013 11:28;Software;Y;651;
LAP001781;computer;Laptop;WBS000091;SD0055438;Closed;5;5;5;incident;KM0001444;4-12-2013 11:20;5-12-2013 14:21;Hardware;N;188;IM0018971
SUB000456;subapplication;Web Based Application;WBS000073;SD0055439;Closed;4;4;4;incident;KM0001147;4-12-2013 11:24;4-12-2013 14:24;Software;N;412;IM0018972
EXC000002;application;Exchange;WBS000211;SD0055440;Closed;5;5;5;incident;KM0000039;4-12-2013 11:30;4-12-2013 11:38;Other;Y;506;
SBA000464;application;Server Based Application;WBS000073;SD0055441;Closed;4;4;4;incident;KM0001706;4-12-2013 11:31;4-12-2013 11:36;Software;Y;299;
COM000003;computer;Omgeving;WBS000098;SD0055442;Closed;5;5;5;request for information;KM0001385;4-12-2013 11:34;4-12-2013 11:37;User manual not used;Y;166;
SBA000439;application;Server Based Application;WBS000219;SD0055443;Closed;5;5;5;request for information;KM0001851;4-12-2013 11:35;4-12-2013 11:40;User error;Y;343;
SUB000533;subapplication;Web Based Application;WBS000073;SD0055444;Closed;4;4;4;incident;KM0001892;4-12-2013 11:38;4-12-2013 11:47;Software;Y;507;
WBA000128;application;Web Based Application;WBS000002;SD0055445;Closed;5;4;4;request for information;KM0001407;4-12-2013 11:41;4-12-2013 11:46;Other;Y;331;
SUB000113;subapplication;Server Based Application;WBS000095;SD0055446;Closed;5;5;5;request for information;KM0000226;4-12-2013 11:42;4-12-2013 11:45;Other;Y;233;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055447;Closed;4;4;4;incident;KM0000751;4-12-2013 11:45;4-12-2013 11:49;Software;Y;250;
WBA000144;application;Web Based Application;WBS000318;SD0055448;Closed;4;4;4;incident;KM0001796;4-12-2013 11:46;4-12-2013 11:54;Other;Y;474;
SBA000729;application;Server Based Application;WBS000101;SD0055449;Closed;4;4;4;incident;KM0000866;4-12-2013 11:47;4-12-2013 11:58;Hardware;Y;688;
SAN000182;storage;SAN;WBS000128;SD0055450;Closed;4;4;4;incident;KM0002126;4-12-2013 11:51;5-12-2013 9:17;Other;N;154;IM0018973
SAN000182;storage;SAN;WBS000128;SD0055451;Closed;4;4;4;incident;KM0002125;4-12-2013 11:52;4-12-2013 11:54;Other;Y;141;
SUB000073;subapplication;Server Based Application;WBS000158;SD0055452;Closed;4;4;4;incident;KM0001075;4-12-2013 11:55;4-12-2013 11:57;Referred;Y;140;
WBA000133;application;Web Based Application;WBS000073;SD0055453;Closed;4;4;4;incident;KM0001259;4-12-2013 11:55;4-12-2013 12:01;Other;Y;653;
WBA000133;application;Web Based Application;WBS000073;SD0055454;Closed;4;4;4;incident;KM0001311;4-12-2013 11:57;4-12-2013 12:03;Software;Y;348;
WBA000011;application;Web Based Application;WBS000152;SD0055455;Closed;5;5;5;incident;KM0000075;4-12-2013 11:59;4-12-2013 12:02;Referred;Y;149;
SBA000263;application;Server Based Application;WBS000072;SD0055456;Closed;4;4;4;incident;KM0000645;4-12-2013 12:01;4-12-2013 13:50;Software;N;1565;IM0018977
WBA000144;application;Web Based Application;WBS000318;SD0055457;Closed;4;4;4;incident;KM0001796;4-12-2013 12:03;4-12-2013 14:33;No error - works as designed;N;561;IM0018974
WBA000133;application;Web Based Application;WBS000073;SD0055458;Closed;4;4;4;incident;KM0001157;4-12-2013 12:07;4-12-2013 15:46;Software;N;664;IM0018975
LAP000017;computer;Laptop;WBS000091;SD0055459;Closed;5;5;5;incident;KM0001447;4-12-2013 12:19;12-12-2013 8:54;Hardware;N;386;IM0018976
KYB000001;hardware;Keyboard;WBS000091;SD0055460;Closed;5;5;5;incident;KM0000315;4-12-2013 12:21;4-12-2013 12:27;Hardware;Y;671;
DTA000616;application;Desktop Application;WBS000092;SD0055461;Closed;3;3;3;incident;KM0001625;4-12-2013 12:22;4-12-2013 12:41;Other;Y;1165;
LAP000002;computer;Laptop;WBS000091;SD0055462;Closed;5;5;5;incident;KM0001444;4-12-2013 12:24;10-12-2013 10:59;Software;N;561;IM0019136
DTA000616;application;Desktop Application;WBS000092;SD0055463;Closed;3;3;3;incident;KM0001625;4-12-2013 12:26;4-12-2013 12:37;Other;Y;693;
DTA000616;application;Desktop Application;WBS000092;SD0055464;Closed;3;3;3;incident;KM0001625;4-12-2013 12:26;4-12-2013 12:37;Other;Y;682;
LAP000017;computer;Laptop;WBS000091;SD0055465;Closed;5;5;5;incident;KM0001447;4-12-2013 12:26;9-12-2013 8:43;Hardware;N;170;IM0018978
DTA000616;application;Desktop Application;WBS000092;SD0055466;Closed;5;5;5;incident;KM0000506;4-12-2013 12:29;4-12-2013 12:34;Software;Y;282;
SBA000439;application;Server Based Application;WBS000219;SD0055467;Closed;5;5;5;request for information;KM0002017;4-12-2013 12:34;4-12-2013 12:42;Software;Y;490;
COM000003;computer;Omgeving;WBS000098;SD0055468;Closed;4;4;4;incident;KM0000911;4-12-2013 12:36;4-12-2013 12:48;Referred;Y;710;
SBA000154;application;Server Based Application;WBS000027;SD0055469;Closed;4;4;4;incident;KM0000156;4-12-2013 12:37;4-12-2013 13:47;Unknown;N;127;IM0019137
DTA000616;application;Desktop Application;WBS000092;SD0055470;Closed;5;5;5;request for information;KM0000992;4-12-2013 12:40;4-12-2013 12:52;Software;Y;695;
SBA000439;application;Server Based Application;WBS000219;SD0055471;Closed;5;5;5;request for information;KM0002181;4-12-2013 12:44;4-12-2013 12:55;Other;Y;637;
WBA000018;application;Web Based Application;WBS000073;SD0055472;Closed;4;4;4;incident;KM0000720;4-12-2013 12:55;5-12-2013 13:36;Software;N;1140;IM0019140
SUB000534;subapplication;Web Based Application;WBS000073;SD0055473;Closed;4;4;4;incident;KM0000736;4-12-2013 12:56;13-12-2013 13:54;Data;N;994;IM0019139
LAP000002;computer;Laptop;WBS000091;SD0055474;Closed;4;4;4;incident;KM0002031;4-12-2013 13:01;4-12-2013 13:06;Software;Y;281;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055475;Closed;4;4;4;incident;KM0001736;4-12-2013 13:08;4-12-2013 14:48;Software;N;158;IM0019138
SUB000113;subapplication;Server Based Application;WBS000095;SD0055476;Closed;5;5;5;request for information;KM0000226;4-12-2013 13:12;4-12-2013 13:28;Other;Y;1000;
SUB000424;subapplication;Web Based Application;WBS000073;SD0055477;Closed;4;4;4;incident;KM0000702;4-12-2013 13:15;4-12-2013 13:17;Software;Y;134;
SUB000442;subapplication;Web Based Application;WBS000125;SD0055478;Closed;4;4;4;incident;KM0000732;4-12-2013 13:18;4-12-2013 13:28;Software;Y;593;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055479;Closed;4;4;4;incident;KM0001091;4-12-2013 13:28;4-12-2013 13:40;User manual not used;Y;691;
WBA000145;application;Web Based Application;WBS000318;SD0055480;Closed;5;5;5;incident;KM0001362;4-12-2013 13:36;4-12-2013 14:06;Other;Y;1801;
SBA000659;application;Server Based Application;WBS000128;SD0055481;Closed;5;5;5;incident;KM0001535;4-12-2013 13:40;4-12-2013 13:48;Other;Y;460;
SBA000054;application;Server Based Application;WBS000013;SD0055482;Closed;3;3;3;incident;KM0000052;4-12-2013 13:42;4-12-2013 15:21;User error;N;459;IM0019141
SBA000659;application;Server Based Application;WBS000128;SD0055483;Closed;5;5;5;incident;KM0001535;4-12-2013 13:48;4-12-2013 13:52;Other;Y;243;
WBA000044;application;Web Based Application;WBS000037;SD0055484;Closed;3;3;3;incident;KM0000286;4-12-2013 13:51;4-12-2013 17:01;Other;N;1027;IM0019142
SBA000394;application;Server Based Application;WBS000185;SD0055485;Closed;5;5;5;request for information;KM0000475;4-12-2013 13:54;4-12-2013 13:58;Referred;Y;247;
WBA000011;application;Web Based Application;WBS000152;SD0055486;Closed;5;5;5;incident;KM0001724;4-12-2013 13:58;4-12-2013 16:51;Other;N;0;IM0019202
SBA000462;application;Server Based Application;WBS000073;SD0055487;Closed;4;4;4;incident;KM0001774;4-12-2013 13:59;4-12-2013 14:02;Software;Y;187;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055488;Closed;4;4;4;incident;KM0000741;4-12-2013 14:03;4-12-2013 15:53;Software;N;661;IM0019143
WBA000145;application;Web Based Application;WBS000318;SD0055489;Closed;5;5;5;incident;KM0001417;4-12-2013 14:06;4-12-2013 14:07;Software;Y;79;
SUB000113;subapplication;Server Based Application;WBS000095;SD0055490;Closed;5;5;5;request for information;KM0000226;4-12-2013 14:09;4-12-2013 14:41;Other;N;723;IM0019144
WBA000133;application;Web Based Application;WBS000073;SD0055491;Closed;5;5;5;incident;KM0000850;4-12-2013 14:11;4-12-2013 14:19;Other;Y;471;
SBA000607;application;Server Based Application;WBS000263;SD0055492;Closed;5;5;5;incident;KM0001105;4-12-2013 14:13;11-12-2013 13:07;Other;N;846;IM0019146
DTA000057;application;Desktop Application;WBS000094;SD0055493;Closed;5;5;5;request for information;KM0002178;4-12-2013 14:19;4-12-2013 14:24;User error;Y;265;
SBA000028;application;Server Based Application;WBS000030;SD0055494;Closed;5;5;5;request for information;KM0000168;4-12-2013 14:23;9-12-2013 10:03;Other;N;96;IM0019145
SBA000172;application;Server Based Application;WBS000014;SD0055495;Closed;4;4;4;incident;KM0000089;4-12-2013 14:24;4-12-2013 14:29;User error;Y;313;
SUB000456;subapplication;Web Based Application;WBS000073;SD0055496;Closed;4;4;4;incident;KM0000741;4-12-2013 14:24;4-12-2013 14:34;Software;Y;559;
WBA000133;application;Web Based Application;WBS000073;SD0055497;Closed;4;5;4;incident;KM0000711;4-12-2013 14:29;4-12-2013 14:37;Other;Y;472;
SBA000439;application;Server Based Application;WBS000219;SD0055498;Closed;5;5;5;request for information;KM0002094;4-12-2013 11:02;4-12-2013 11:04;Other;Y;124;
DTA000024;application;Desktop Application;WBS000093;SD0055499;Closed;4;4;4;incident;KM0001429;4-12-2013 11:03;4-12-2013 11:15;Software;Y;714;
COM000003;computer;Omgeving;WBS000098;SD0055500;Closed;5;5;5;request for information;KM0001385;4-12-2013 11:06;4-12-2013 11:11;User manual not used;Y;352;
SBA000834;application;Server Based Application;WBS000223;SD0055501;Closed;4;4;4;incident;KM0000979;4-12-2013 11:08;4-12-2013 11:44;Other;N;382;IM0019059
WBA000133;application;Web Based Application;WBS000073;SD0055502;Closed;3;3;3;incident;KM0000773;4-12-2013 11:10;4-12-2013 11:13;Software;Y;151;
